id,supl_iata,start,end,supplier,iata,value,currency,per_volume,supl_iata_1,value_per_usdc
4522,AEG-KZN,2023-04-17,2023-04-17,AEG,KZN,3.817674,USD,gallion.USG.UGL,,381.76739999999995
4523,AEG-MLE,2023-04-01,2023-01-04,AEG,MLE,4.393258,USD,gallion.USG.UGL,,439.3258
4524,Jetex-MCT,2023-04-16,2023-04-30,Jetex,MCT,2.3805,USD,gallion.USG.UGL,,238.05
4525,UCIG-ALG,2023-04-21,2023-04-30,UCIG,ALG,270.06,USDC,gallion.USG.UGL,,248.01175498209201
4526,WF-EVN,2023-04-21,2023-04-27,WF,EVN,3.6858,USD,gallion.USG.UGL,,368.58
4527,WF-WRO,2023-04-24,2023-04-30,WF,WRO,2.37432,USD,gallion.USG.UGL,,237.432
4528,UCIG-RZE,2023-04-25,2023-04-25,UCIG,RZE,357.04,USDC,gallion.USG.UGL,,327.8905317292681
4529,Royal Petrol-SSH,2023-04-28,2023-02-05,Royal Petrol,SSH,288.65,USDC,gallion.USG.UGL,,265.0840297547984
4530,Royal Petrol-LXR,2023-04-28,2023-04-28,Royal Petrol,LXR,289.65,USDC,gallion.USG.UGL,,266.00238773073744
4531,Royal Petrol-HRG,2023-04-28,2023-02-05,Royal Petrol,HRG,288.65,USDC,gallion.USG.UGL,,265.0840297547984
4532,Royal Petrol-ASW,2023-04-28,2023-04-28,Royal Petrol,ASW,286.65,USDC,gallion.USG.UGL,,263.24731380292036
4533,Jetex-MRU,2023-04-28,2023-04-28,Jetex,MRU,307.04,USDC,gallion.USG.UGL,,281.972632932317
4534,AEG-GAN,2023-03-16,2023-03-16,AEG,GAN,4.815899,USD,gallion.USG.UGL,,481.5899
4535,AEG-MLE,2023-04-16,2023-04-16,AEG,MLE,4.393258,USD,gallion.USG.UGL,,439.3258
4536,WF-ETM,2023-05-01,2023-05-31,WF,ETM,3.43838,USD,gallion.USG.UGL,,343.838
4537,WF-EVN,2023-04-28,2023-03-05,WF,EVN,3.5287,USD,gallion.USG.UGL,,352.87
4538,WF-HKT,2023-05-01,2023-05-15,WF,HKT,2.2545,USD,gallion.USG.UGL,,225.45000000000002
4539,WF-MIR,2023-05-01,2023-05-31,WF,MIR,2.94112,USD,gallion.USG.UGL,,294.112
4540,WF-KIV,2023-04-28,2023-04-28,WF,KIV,3.02612,USD,gallion.USG.UGL,,302.612
4541,WF-PHC,2023-05-01,2023-05-31,WF,PHC,3.2115,USD,gallion.USG.UGL,,321.15
4542,WF-WRO,2023-05-01,2023-07-05,WF,WRO,2.28973,USD,gallion.USG.UGL,,228.973
4543,UCIG-ALA,2023-05-01,2023-05-31,UCIG,ALA,"1,455.00",USD,mTon,,0.3028323324496108
4544,UCIG-ALG,2023-05-01,2023-05-20,UCIG,ALG,266.7,USDC,gallion.USG.UGL,,244.9260721829369
4545,UCIG-BKK,2023-05-01,2023-07-31,UCIG,BKK,235.09,USDC,gallion.USG.UGL,,215.89677656350446
4546,UCIG-JED,2023-05-01,2023-05-31,UCIG,JED,241.337,USDC,gallion.USG.UGL,,221.6337588391955
4547,UCIG-PEK,2023-05-01,2023-05-31,UCIG,PEK,762.317,USD,mTon,,230.8542351759899
4548,UCIG-RUH,2023-05-01,2023-05-31,UCIG,RUH,239.567,USDC,gallion.USG.UGL,,220.00826522178346
4549,UCIG-SJJ,2023-05-01,2023-05-31,UCIG,SJJ,756.6,USD,mTon,,229.1229427313755
4550,UCIG-TSN,2023-05-01,2023-05-31,UCIG,TSN,762.31,USD,mTon,,230.85211534966277
4551,UCIG-WNZ,2023-05-01,2023-05-31,UCIG,WNZ,890.76,USD,mTon,,269.7509284528153
4552,UCIG-TLV,2023-05-01,2023-05-31,UCIG,TLV,232.59,USDC,gallion.USG.UGL,,213.6008816236569
4553,Royal Petrol-CAI,2023-04-28,2023-04-28,Royal Petrol,CAI,263,USDC,gallion.USG.UGL,,241.52814767196253
4554,AEG-AQJ,2023-05-01,2023-05-31,AEG,AQJ,3.377467,USD,gallion.USG.UGL,,337.74670000000003
4555,AEG-HFA,2023-05-01,2023-01-05,AEG,HFA,4.08795,USD,gallion.USG.UGL,,408.795
4556,Total-RMF,2023-04-30,2023-04-30,Total,RMF,386,USDC,gallion.USG.UGL,,354.4861787124621
4557,WF-GRQ,2023-05-01,2023-01-05,WF,GRQ,9.00434,USD,gallion.USG.UGL,,900.434
4558,Jetex-MRU,2023-05-01,2023-01-05,Jetex,MRU,307.04,USDC,gallion.USG.UGL,,281.972632932317
4559,Jetex-MCT,2023-05-01,2023-05-15,Jetex,MCT,2.2794,USD,gallion.USG.UGL,,227.94
4560,Royal Petrol-SSH,2023-05-03,2023-05-14,Royal Petrol,SSH,273.65,USDC,gallion.USG.UGL,,251.30866011571308
4561,Royal Petrol-LXR,2023-05-03,2023-03-05,Royal Petrol,LXR,274.65,USDC,gallion.USG.UGL,,252.2270180916521
4562,Royal Petrol-HRG,2023-05-03,2023-05-14,Royal Petrol,HRG,273.65,USDC,gallion.USG.UGL,,251.30866011571308
4563,Royal Petrol-ASW,2023-05-03,2023-03-05,Royal Petrol,ASW,271.65,USDC,gallion.USG.UGL,,249.47194416383505
4564,Royal Petrol-CAI,2023-05-03,2023-03-05,Royal Petrol,CAI,245,USDC,gallion.USG.UGL,,224.99770410506014
4565,Total-RMF,2023-05-04,2023-04-05,Total,RMF,375,USDC,gallion.USG.UGL,,344.3842409771329
4566,WF LB-KSC,2023-04-25,2023-05-27,WF,KSC,6.55748,USD,gallion.USG.UGL,,655.748
4567,UCIG-ABJ,2023-05-01,2023-05-31,UCIG,ABJ,244.819,USDC,gallion.USG.UGL,,224.8314813114152
4568,UCIG-ADD,2023-05-03,2023-03-05,UCIG,ADD,424.806,USDC,gallion.USG.UGL,,390.12397832675174
4569,UCIG-ASM,2023-05-01,2023-05-31,UCIG,ASM,301.58,USDC,gallion.USG.UGL,,276.95839838368994
4570,UCIG-RZE,2023-05-09,2023-09-05,UCIG,RZE,338.51,USDC,gallion.USG.UGL,,310.873358435118
4571,WF-BQH,2023-05-05,2023-05-05,WF,BQH,4.25,USD,gallion.USG.UGL,,425.0
4572,WF-CMB,2023-05-05,2023-05-05,WF,CMB,3.02549,USD,gallion.USG.UGL,,302.549
4573,WF-DIA,2023-05-01,2023-05-31,WF,DIA,2.51533,USD,gallion.USG.UGL,,251.53300000000002
4574,WF-EVN,2023-05-04,2023-04-05,WF,EVN,3.50151,USD,gallion.USG.UGL,,350.151
4575,WF-JNB,2023-05-03,2023-05-31,WF,JNB,2.63349,USD,gallion.USG.UGL,,263.349
4576,WF-HRI,2023-05-05,2023-05-05,WF,HRI,3.02549,USD,gallion.USG.UGL,,302.549
4577,WF-KIV,2023-05-05,2023-05-05,WF,KIV,2.19729,USD,gallion.USG.UGL,,219.729
4578,WF-SLL,2023-05-02,2023-02-05,WF,SLL,4.11323,USD,gallion.USG.UGL,,411.323
4579,WF-WRO,2023-05-08,2023-05-14,WF,WRO,2.13425,USD,gallion.USG.UGL,,213.425
4580,AEG-PAD,2023-05-01,2023-05-31,AEG,PAD,6.198236,USD,gallion.USG.UGL,,619.8235999999999
4581,AEG-RVN,2023-05-09,2023-09-05,AEG,RVN,4.110139,USD,gallion.USG.UGL,,411.01390000000004
4582,AEG-CWL,2023-05-08,2023-08-05,AEG,CWL,2.519326,USD,gallion.USG.UGL,,251.9326
4583,AEG-LTN,2023-05-09,2023-09-05,AEG,LTN,2.424858,USD,gallion.USG.UGL,,242.48579999999998
4584,AEG-SEN,2023-05-01,2023-01-05,AEG,SEN,3.943523,USD,gallion.USG.UGL,,394.3523
4585,AEG-KRK,2023-05-09,2023-09-05,AEG,KRK,2.524259,USD,gallion.USG.UGL,,252.42589999999998
4586,AEG-SZZ,2023-05-09,2023-09-05,AEG,SZZ,2.743813,USD,gallion.USG.UGL,,274.3813
4587,AEG-RIX,2023-05-01,2023-01-05,AEG,RIX,2.87243,USD,gallion.USG.UGL,,287.243
4588,AEG-JIB,2023-05-01,2023-01-05,AEG,JIB,4.6819,USD,gallion.USG.UGL,,468.19
4589,AEG-SXB,2023-05-09,2023-09-05,AEG,SXB,3.984948,USD,gallion.USG.UGL,,398.4948
4590,AEG-OSR,2023-05-09,2023-09-05,AEG,OSR,3.070201,USD,gallion.USG.UGL,,307.0201
4591,AEG-MLA,2023-05-09,2023-09-05,AEG,MLA,2.941874,USD,gallion.USG.UGL,,294.18739999999997
4592,AEG-KLU,2023-05-09,2023-09-05,AEG,KLU,2.920532,USD,gallion.USG.UGL,,292.0532
4593,AEG-OMO,2023-05-01,2023-01-05,AEG,OMO,4.2522,PLN,gallion.USG.UGL,,110.97525537473335
4594,AEG-GZP,2023-05-01,2023-01-05,AEG,GZP,2.787488,USD,gallion.USG.UGL,,278.7488
4595,AEG-GYD,2023-04-01,2023-01-04,AEG,GYD,3.926435,USD,gallion.USG.UGL,,392.6435
4596,AEG-MCX,2023-05-01,2023-05-31,AEG,MCX,3.627341,USD,gallion.USG.UGL,,362.7341
4597,AEG-MRV,2023-05-01,2023-05-31,AEG,MRV,4.643958,USD,gallion.USG.UGL,,464.39579999999995
4598,AEG-VOG,2023-05-01,2023-05-31,AEG,VOG,3.239124,USD,gallion.USG.UGL,,323.9124
4599,AEG-ASB,2023-05-01,2023-05-31,AEG,ASB,3.131873,USD,gallion.USG.UGL,,313.1873
4600,AEG-KZN,2023-05-01,2023-01-05,AEG,KZN,3.75423,USD,gallion.USG.UGL,,375.423
4601,AEG-GAN,2023-04-16,2023-04-16,AEG,GAN,4.815899,USD,gallion.USG.UGL,,481.5899
4602,AEG-MLE,2023-05-07,2023-07-05,AEG,MLE,4.323379,USD,gallion.USG.UGL,,432.3379
4603,Royal Petrol-SSH,2023-05-15,2023-05-15,Royal Petrol,SSH,262.65,USDC,gallion.USG.UGL,,241.20672238038384
4604,Royal Petrol-LXR,2023-05-15,2023-05-15,Royal Petrol,LXR,263.65,USDC,gallion.USG.UGL,,242.12508035632288
4605,Royal Petrol-HRG,2023-05-15,2023-05-15,Royal Petrol,HRG,262.65,USDC,gallion.USG.UGL,,241.20672238038384
4606,Royal Petrol-ASW,2023-05-15,2023-05-15,Royal Petrol,ASW,260.65,USDC,gallion.USG.UGL,,239.3700064285058
4607,Total-RMF,2023-05-15,2023-05-15,Total,RMF,364,USDC,gallion.USG.UGL,,334.2823032418037
4608,WF-HKT,2023-05-16,2023-05-31,WF,HKT,2.10819,USD,gallion.USG.UGL,,210.819
4609,WF-WRO,2023-05-15,2023-05-21,WF,WRO,2.20487,USD,gallion.USG.UGL,,220.48700000000002
4610,AEG-ERF,2023-05-10,2023-10-05,AEG,ERF,5.962418,USD,gallion.USG.UGL,,596.2418
4611,AEG-PED,2023-05-10,2023-10-05,AEG,PED,2.177483,USD,gallion.USG.UGL,,217.7483
4612,Jetex-MRU,2023-05-25,2023-05-25,Jetex,MRU,287.04,USDC,gallion.USG.UGL,,263.60547341353663
4613,UCIG-ALG,2023-05-21,2023-05-31,UCIG,ALG,252.34,USDC,gallion.USG.UGL,,231.73845164845255
4614,WF-SLL,2023-05-17,2023-05-17,WF,SLL,3.97321,USD,gallion.USG.UGL,,397.32099999999997
4615,Total-RMF,2023-05-23,2023-05-23,Total,RMF,368,USDC,gallion.USG.UGL,,337.95573514555974
4616,Royal Petrol-CAI,2023-05-23,2023-05-23,Royal Petrol,CAI,239,USDC,gallion.USG.UGL,,219.48755624942604
4617,Royal Petrol-SSH,2023-05-23,2023-05-23,Royal Petrol,SSH,266.65,USDC,gallion.USG.UGL,,244.88015428413993
4618,Royal Petrol-LXR,2023-05-23,2023-05-23,Royal Petrol,LXR,267.65,USDC,gallion.USG.UGL,,245.79851226007895
4619,Royal Petrol-HRG,2023-05-23,2023-05-23,Royal Petrol,HRG,266.65,USDC,gallion.USG.UGL,,244.88015428413993
4620,Royal Petrol-ASW,2023-05-23,2023-05-23,Royal Petrol,ASW,264.65,USDC,gallion.USG.UGL,,243.0434383322619
4621,WF-EVN,2023-05-25,2023-05-25,WF,EVN,3.37462,USD,gallion.USG.UGL,,337.462
4622,WF-WRO,2023-05-29,2023-04-06,WF,WRO,2.20257,USD,gallion.USG.UGL,,220.257
4623,UCIG-RZE,2023-05-25,2023-05-25,UCIG,RZE,331.07,USDC,gallion.USG.UGL,,304.0407750941317
4624,Jetex-MRU,2023-06-12,2023-12-06,Jetex,MRU,284.66,USDC,gallion.USG.UGL,,261.4197814308017
4625,UCIG-ALA,2023-06-01,2023-06-30,UCIG,ALA,"1,260.00",USD,mTon,,0.3028323324496108
4626,UCIG-JED,2023-06-01,2023-06-30,UCIG,JED,218.217,USDC,gallion.USG.UGL,,200.40132243548535
4627,UCIG-PEK,2023-06-01,2023-06-30,UCIG,PEK,697,USD,mTon,,211.0741357173787
4628,UCIG-RUH,2023-06-01,2023-06-30,UCIG,RUH,216.447,USDC,gallion.USG.UGL,,198.77582881807328
4629,UCIG-TLV,2023-06-01,2023-06-30,UCIG,TLV,226.74,USDC,gallion.USG.UGL,,208.22848746441363
4630,UCIG-TSN,2023-06-01,2023-06-30,UCIG,TSN,697.28,USD,mTon,,211.1589287704646
4631,UCIG-WNZ,2023-06-01,2023-06-30,UCIG,WNZ,824,USD,mTon,,249.53384193847927
4632,WF-MIR,2023-06-01,2023-06-30,WF,MIR,2.76914,USD,gallion.USG.UGL,,276.914
4633,WF-PHC,2023-06-01,2023-06-30,WF,PHC,2.98875,USD,gallion.USG.UGL,,298.875
4634,WF-ETM,2023-06-01,2023-06-30,WF,ETM,3.38441,USD,gallion.USG.UGL,,338.441
4635,WF-EVN,2023-06-01,2023-06-15,WF,EVN,3.4139,USD,gallion.USG.UGL,,341.39
4636,WF-HKT,2023-06-01,2023-06-15,WF,HKT,2.10524,USD,gallion.USG.UGL,,210.52399999999997
4637,AEG-ERF,2023-05-31,2023-05-31,AEG,ERF,5.132072,USD,gallion.USG.UGL,,513.2072
4638,AEG-SEN,2023-05-31,2023-05-31,AEG,SEN,3.900066,USD,gallion.USG.UGL,,390.0066
4639,AEG-PED,2023-05-23,2023-06-19,AEG,PED,6.733337,USD,gallion.USG.UGL,,673.3337
4640,AEG-OMO,2023-05-16,2023-05-16,AEG,OMO,4.83296,PLN,gallion.USG.UGL,,126.13211283944106
4641,AEG-GYD,2023-05-31,2023-05-31,AEG,GYD,3.926435,USD,gallion.USG.UGL,,392.6435
4642,AEG-MLE,2023-05-31,2023-05-31,AEG,MLE,4.323379,USD,gallion.USG.UGL,,432.3379
4643,WF LB-KSC,2023-05-28,2023-06-30,WF,KSC,6.55748,USD,gallion.USG.UGL,,655.748
4644,xxx-YMX,2023-05-01,2023-01-09,xxx,YMX,0,USDC,gallion.USG.UGL,,0.0
4645,Airport KSC-KSC,2023-06-01,2023-06-30,Airport KSC,KSC,0.9914,EUR,litter.L,,344.64663860276386
4646,Total-RMF,2023-06-05,2023-05-06,Total,RMF,366,USDC,gallion.USG.UGL,,336.1190191936817
4647,WF-OUA,2023-05-01,2023-05-31,WF,OUA,5.106,USD,gallion.USG.UGL,,510.59999999999997
4648,WF-SLL,2023-06-01,2023-01-06,WF,SLL,3.9825,USD,gallion.USG.UGL,,398.25
4649,WF-WRO,2023-06-05,2023-11-06,WF,WRO,2.15785,USD,gallion.USG.UGL,,215.78499999999997
4650,WF-KIV,2023-06-06,2023-06-06,WF,KIV,2.89017,USD,gallion.USG.UGL,,289.017
4651,Royal Petrol-CAI,2023-06-05,2023-05-06,Royal Petrol,CAI,236,USDC,gallion.USG.UGL,,216.73248232160896
4652,Royal Petrol-SSH,2023-06-05,2023-05-06,Royal Petrol,SSH,266.65,USDC,gallion.USG.UGL,,244.88015428413993
4653,Royal Petrol-LXR,2023-06-05,2023-05-06,Royal Petrol,LXR,267.65,USDC,gallion.USG.UGL,,245.79851226007895
4654,Royal Petrol-HRG,2023-06-05,2023-05-06,Royal Petrol,HRG,266.65,USDC,gallion.USG.UGL,,244.88015428413993
4655,Royal Petrol-ASW,2023-06-05,2023-05-06,Royal Petrol,ASW,264.65,USDC,gallion.USG.UGL,,243.0434383322619
4656,UCIG-ABJ,2023-06-01,2023-06-30,UCIG,ABJ,227.69,USDC,gallion.USG.UGL,,209.1009275415557
4657,UCIG-ASM,2023-06-01,2023-06-30,UCIG,ASM,301.58,USDC,gallion.USG.UGL,,276.95839838368994
4658,WF-BQH,2023-06-19,2023-06-19,WF,BQH,4.06,USD,gallion.USG.UGL,,405.99999999999994
4659,WF-CMB,2023-06-05,2023-05-06,WF,CMB,2.65549,USD,gallion.USG.UGL,,265.549
4660,WF-DIA,2023-06-01,2023-06-30,WF,DIA,2.29633,USD,gallion.USG.UGL,,229.633
4661,WF-EVN,2023-06-16,2023-06-30,WF,EVN,3.46526,USD,gallion.USG.UGL,,346.52599999999995
4662,WF-GRQ,2023-06-13,2023-06-13,WF,GRQ,8.33274,USD,gallion.USG.UGL,,833.2739999999999
4663,WF-HRI,2023-06-05,2023-05-06,WF,HRI,2.65549,USD,gallion.USG.UGL,,265.549
4664,WF-JNB,2023-06-05,2023-06-30,WF,JNB,2.43965,USD,gallion.USG.UGL,,243.96499999999997
4665,WF-KIV,2023-06-14,2023-06-14,WF,KIV,2.79954,USD,gallion.USG.UGL,,279.954
4666,WF-OUA,2023-06-12,2023-06-30,WF,OUA,5.0593,USD,gallion.USG.UGL,,505.93000000000006
4667,WF-SLL,2023-06-19,2023-06-19,WF,SLL,3.99854,USD,gallion.USG.UGL,,399.85400000000004
4668,WF-WRO,2023-06-26,2023-02-07,WF,WRO,2.29955,USD,gallion.USG.UGL,,229.95499999999998
4669,Royal Petrol-CAI,2023-06-23,2023-06-23,Royal Petrol,CAI,240,USDC,gallion.USG.UGL,,220.40591422536505
4670,Royal Petrol-SSH,2023-06-23,2023-06-23,Royal Petrol,SSH,273.65,USDC,gallion.USG.UGL,,251.30866011571308
4671,Royal Petrol-LXR,2023-06-23,2023-06-23,Royal Petrol,LXR,274.65,USDC,gallion.USG.UGL,,252.2270180916521
4672,Royal Petrol-HRG,2023-06-23,2023-06-23,Royal Petrol,HRG,273.65,USDC,gallion.USG.UGL,,251.30866011571308
4673,Royal Petrol-ASW,2023-06-23,2023-06-23,Royal Petrol,ASW,271.65,USDC,gallion.USG.UGL,,249.47194416383505
4674,Royal Petrol-CAI,2023-06-12,2023-12-06,Royal Petrol,CAI,236,USDC,gallion.USG.UGL,,216.73248232160896
4675,Royal Petrol-SSH,2023-06-12,2023-12-06,Royal Petrol,SSH,270.65,USDC,gallion.USG.UGL,,248.55358618789603
4676,Royal Petrol-LXR,2023-06-12,2023-12-06,Royal Petrol,LXR,271.65,USDC,gallion.USG.UGL,,249.47194416383505
4677,Royal Petrol-HRG,2023-06-12,2023-12-06,Royal Petrol,HRG,270.65,USDC,gallion.USG.UGL,,248.55358618789603
4678,Royal Petrol-ASW,2023-06-12,2023-12-06,Royal Petrol,ASW,268.65,USDC,gallion.USG.UGL,,246.71687023601797
4679,AEG-JIB,2023-06-11,2023-11-06,AEG,JIB,4.499,USD,gallion.USG.UGL,,449.9
4680,AEG-PED,2023-06-20,2023-06-26,AEG,PED,3.603761,USD,gallion.USG.UGL,,360.3761
4681,AEG-AQJ,2023-06-01,2023-06-30,AEG,AQJ,3.179921,USD,gallion.USG.UGL,,317.99210000000005
4682,AEG-ASB,2023-06-01,2023-06-30,AEG,ASB,3.131873,USD,gallion.USG.UGL,,313.1873
4683,AEG-ERF,2023-06-01,2023-06-30,AEG,ERF,5.086556,USD,gallion.USG.UGL,,508.6556
4684,AEG-GYD,2023-06-03,2023-03-06,AEG,GYD,3.926435,USD,gallion.USG.UGL,,392.6435
4685,AEG-HFA,2023-06-01,2023-01-06,AEG,HFA,3.9839,USD,gallion.USG.UGL,,398.39000000000004
4686,AEG-MCX,2023-06-01,2023-06-30,AEG,MCX,3.588066,USD,gallion.USG.UGL,,358.8066
4687,AEG-MLE,2023-05-14,2023-05-14,AEG,MLE,4.323379,USD,gallion.USG.UGL,,432.3379
4688,AEG-MRV,2023-06-01,2023-06-30,AEG,MRV,3.356949,USD,gallion.USG.UGL,,335.6949
4689,AEG-OMO,2023-05-16,2023-05-16,AEG,OMO,4.83296,USD,gallion.USG.UGL,,483.296
4690,AEG-PAD,2023-06-01,2023-06-30,AEG,PAD,5.92536,USD,gallion.USG.UGL,,592.5360000000001
4691,AEG-SEN,2023-06-01,2023-06-30,AEG,SEN,3.746984,USD,gallion.USG.UGL,,374.6984
4692,AEG-VOG,2023-06-01,2023-06-30,AEG,VOG,3.272356,USD,gallion.USG.UGL,,327.2356
4693,AEG-ZNZ,2023-06-01,2023-06-30,AEG,ZNZ,5.278098,USD,gallion.USG.UGL,,527.8098
4694,Total-RMF,2023-06-23,2023-06-23,Total,RMF,374,USDC,gallion.USG.UGL,,343.46588300119384
4695,UCIG-TLV,2023-07-01,2023-07-31,UCIG,TLV,230.61,USDC,gallion.USG.UGL,,211.78253283129766
4696,UCIG-TSN,2023-07-01,2023-07-31,UCIG,TSN,709.01,USD,mTon,,214.71115203009853
4697,UCIG-RUH,2023-07-01,2023-07-31,UCIG,RUH,218.757,USDC,gallion.USG.UGL,,200.89723574249243
4698,UCIG-PEK,2023-07-01,2023-07-31,UCIG,PEK,709.01,USD,mTon,,214.71115203009853
4699,UCIG-JED,2023-07-01,2023-07-31,UCIG,JED,220.527,USDC,gallion.USG.UGL,,202.52272935990447
4700,UCIG-ALG,2023-07-01,2023-10-07,UCIG,ALG,268.13,USDC,gallion.USG.UGL,,246.2393240885297
4701,UCIG-ALA,2023-07-01,2023-07-31,UCIG,ALA,"1,160.00",USD,mTon,,0.3028323324496108
4702,UCIG-ABJ,2023-07-01,2023-07-31,UCIG,ABJ,233.985,USDC,gallion.USG.UGL,,214.88199100009186
4703,UCIG-ASM,2023-07-01,2023-07-31,UCIG,ASM,301.576,USDC,gallion.USG.UGL,,276.9547249517862
4704,UCIG-RZE,2023-07-04,2023-10-07,UCIG,RZE,343.5,USDC,gallion.USG.UGL,,315.4559647350537
4705,UCIG-WNZ,2023-07-01,2023-07-31,UCIG,WNZ,822.7658,USD,mTon,,249.16008627376996
4706,UCIG-DMM,2023-07-01,2023-07-31,UCIG,DMM,232.917,USDC,gallion.USG.UGL,,213.90118468178895
4707,Royal Petrol-CAI,2023-07-06,2023-06-07,Royal Petrol,CAI,245,USDC,gallion.USG.UGL,,224.99770410506014
4708,Royal Petrol-SSH,2023-07-06,2023-06-07,Royal Petrol,SSH,274.65,USDC,gallion.USG.UGL,,252.2270180916521
4709,Royal Petrol-LXR,2023-07-06,2023-06-07,Royal Petrol,LXR,275.65,USDC,gallion.USG.UGL,,253.14537606759112
4710,Royal Petrol-HRG,2023-07-06,2023-06-07,Royal Petrol,HRG,274.65,USDC,gallion.USG.UGL,,252.2270180916521
4711,Royal Petrol-ASW,2023-07-06,2023-06-07,Royal Petrol,ASW,272.65,USDC,gallion.USG.UGL,,250.39030213977406
4712,WF-BQH,2023-07-01,2023-07-13,WF,BQH,4.06,USD,gallion.USG.UGL,,405.99999999999994
4713,WF-ETM,2023-07-01,2023-07-31,WF,ETM,3.44837,USD,gallion.USG.UGL,,344.837
4714,WF-EVN,2023-07-01,2023-07-15,WF,EVN,3.37764,USD,gallion.USG.UGL,,337.764
4715,WF-GRQ,2023-06-24,2023-07-31,WF,GRQ,7.82316,USD,gallion.USG.UGL,,782.3159999999999
4716,WF-HKT,2023-07-01,2023-07-15,WF,HKT,2.17702,USD,gallion.USG.UGL,,217.70200000000003
4717,WF-MIR,2023-07-01,2023-07-31,WF,MIR,2.84664,USD,gallion.USG.UGL,,284.664
4718,WF-PHC,2023-07-01,2023-07-31,WF,PHC,3.06508,USD,gallion.USG.UGL,,306.508
4719,WF-SLL,2023-07-03,2023-03-07,WF,SLL,4.05976,USD,gallion.USG.UGL,,405.976
4720,WF-WRO,2023-07-03,2023-09-07,WF,WRO,2.29169,USD,gallion.USG.UGL,,229.169
4721,WF LB-KSC,2023-06-01,2023-01-07,WF,KSC,5.07337,USD,gallion.USG.UGL,,507.337
4722,AEG-JIB,2023-07-01,2023-01-07,AEG,JIB,4.0728,USD,gallion.USG.UGL,,407.28
4723,AEG-PED,2023-06-27,2023-03-07,AEG,PED,3.964708,USD,gallion.USG.UGL,,396.4708
4724,AEG-AQJ,2023-07-01,2023-07-31,AEG,AQJ,3.089157,USD,gallion.USG.UGL,,308.9157
4725,AEG-ASB,2023-07-01,2023-07-31,AEG,ASB,2.959668,USD,gallion.USG.UGL,,295.96680000000003
4726,AEG-ERF,2023-07-01,2023-07-31,AEG,ERF,5.484354,USD,gallion.USG.UGL,,548.4354
4727,AEG-GAN,2023-07-03,2023-03-07,AEG,GAN,6.122624,USD,gallion.USG.UGL,,612.2624
4728,AEG-GYD,2023-07-01,2023-01-07,AEG,GYD,3.926435,USD,gallion.USG.UGL,,392.6435
4729,AEG-KZN,2023-07-01,2023-01-07,AEG,KZN,3.724018,USD,gallion.USG.UGL,,372.4018
4730,AEG-MCX,2023-07-01,2023-07-31,AEG,MCX,3.319184,USD,gallion.USG.UGL,,331.9184
4731,AEG-MRV,2023-07-01,2023-07-31,AEG,MRV,3.051813,USD,gallion.USG.UGL,,305.1813
4732,AEG-OMO,2023-06-16,2023-06-16,AEG,OMO,4.284,USD,gallion.USG.UGL,,428.4
4733,AEG-PAD,2023-07-01,2023-07-31,AEG,PAD,5.998093,USD,gallion.USG.UGL,,599.8093
4734,AEG-SEN,2023-07-01,2023-07-31,AEG,SEN,3.878992,USD,gallion.USG.UGL,,387.8992
4735,AEG-VOG,2023-07-01,2023-07-31,AEG,VOG,2.994411,USD,gallion.USG.UGL,,299.4411
4736,Airport KSC-KSC,2023-07-01,2023-07-31,Airport KSC,KSC,1.04162,EUR,litter.L,,362.10493413497164
4737,Airport KSC LB-KSC,2023-07-01,2023-07-31,Airport KSC,KSC,1.04162,EUR,litter.L,,362.10493413497164
4738,Airport KSC LB-KSC,2023-06-01,2023-06-30,Airport KSC,KSC,0.9914,EUR,litter.L,,344.64663860276386
4739,UCIG-DIR,2023-07-11,2023-07-18,UCIG,DIR,4.6378,USD,gallion.USG.UGL,,463.78000000000003
4740,UCIG-ADD,2023-07-08,2023-08-07,UCIG,ADD,424.806,USDC,gallion.USG.UGL,,390.12397832675174
4741,UCIG-ALG,2023-07-11,2023-07-20,UCIG,ALG,261.83,USDC,gallion.USG.UGL,,240.45366884011386
4742,UCIG-RZE,2023-07-11,2023-07-17,UCIG,RZE,359,USDC,gallion.USG.UGL,,329.69051336210856
4743,WF-WRO,2023-07-10,2023-07-16,WF,WRO,2.36103,USD,gallion.USG.UGL,,236.103
4744,WF-KIV,2023-07-09,2023-09-07,WF,KIV,3.01102,USD,gallion.USG.UGL,,301.102
4745,WF-JNB,2023-07-07,2023-07-31,WF,JNB,2.45281,USD,gallion.USG.UGL,,245.281
4746,WF-CMB,2023-07-05,2023-05-07,WF,CMB,2.47549,USD,gallion.USG.UGL,,247.549
4747,WF-DIR,2023-07-11,2023-07-18,WF,DIR,4.67229,USD,gallion.USG.UGL,,467.22900000000004
4748,WF LB-KSC,2023-07-04,2023-07-17,WF,KSC,5.32217,USD,gallion.USG.UGL,,532.217
4749,WF-EVN,2023-07-16,2023-07-21,WF,EVN,3.47734,USD,gallion.USG.UGL,,347.734
4750,WF-HKT,2023-07-16,2023-07-31,WF,HKT,2.24283,USD,gallion.USG.UGL,,224.28300000000002
4751,WF-HRI,2023-07-05,2023-05-07,WF,HRI,2.47549,USD,gallion.USG.UGL,,247.549
4752,WF-OUA,2023-07-01,2023-07-31,WF,OUA,5.04644,USD,gallion.USG.UGL,,504.64399999999995
4753,WF-SLL,2023-07-17,2023-07-17,WF,SLL,4.06576,USD,gallion.USG.UGL,,406.576
